,Unnamed: 0,CheckingAccountBalance,DebtsPaid,SavingsAccountBalance,CurrentOpenLoanApplications,LoanPayoffPeriodInMonths,LoanReason,RequestedAmount,InterestRate,Co-Applicant,YearsAtCurrentEmployer,YearsInCurrentResidence,Age,RentOrOwnHome,TypeOfCurrentEmployment,NumberOfDependantsIncludingSelf,WasTheLoanApproved
1573,479,debt,delayed,some,2,24,auto,1333,4,none,0,2,43,free,skilled,2,N
1574,60,debt,delayed,some,2,6,auto,860,1,none,10+,4,39,owned,skilled,1,Y
1575,58,none,delayed,none,2,24,busin,2978,4,none,4,4,32,owned,skilled,2,Y
1576,251,none,paid,some,2,24,school,937,4,none,1,3,27,owned,unskill,1,Y
1577,72,debt,paid,none,1,24,auto,1371,4,none,4,4,25,rent,skilled,1,N
1578,158,some,paid,high,2,48,auto,8358,1,none,1,1,30,owned,skilled,1,Y
1579,395,none,delayed,medium,2,21,goods,1591,4,none,7,3,34,owned,self,1,Y
1580,346,some,delayed,some,1,24,goods,4736,2,none,1,4,25,owned,unskill,1,N
1581,314,high,delayed,none,2,10,goods,1347,4,none,7,2,27,owned,skilled,1,Y
1582,19,debt,paid,some,1,15,auto,2511,1,none,0,4,23,rent,skilled,1,Y
1583,367,debt,paid,some,1,9,auto,1422,3,none,1,2,27,free,self,1,N
1584,177,debt,paid,some,2,45,busin,11816,2,none,10+,4,29,rent,skilled,1,N
1585,144,some,paid,some,1,24,goods,2039,1,none,1,1,22,owned,skilled,1,N
1586,109,none,paid,none,1,36,auto,3079,4,none,4,4,36,owned,skilled,1,Y
1587,355,some,paid,some,1,6,goods,1068,4,none,10+,4,28,owned,skilled,2,Y
1588,491,none,paid,medium,2,36,busin,5742,2,none,7,2,31,owned,skilled,1,Y
1589,349,some,paid,medium,1,36,goods,2671,4,co-app,4,4,50,free,skilled,1,N
1590,355,some,paid,some,1,6,goods,1068,4,none,10+,4,28,owned,skilled,2,Y
1591,471,high,paid,some,1,18,goods,3049,1,none,1,1,45,owned,unskill,1,Y
1592,129,some,paid,some,1,9,goods,918,4,none,4,1,30,owned,skilled,1,N
1593,172,debt,paid,v.high,2,30,goods,3622,4,none,10+,4,57,rent,skilled,1,Y
1594,34,some,paid,medium,1,12,busin,1037,3,none,7,4,39,owned,unskill,1,Y
1595,329,some,delayed,medium,1,39,school,11760,2,none,7,3,32,rent,skilled,1,Y
1596,23,high,delayed,some,1,42,auto,4796,4,none,10+,4,56,free,skilled,1,Y
1597,233,none,paid,none,1,48,busin,3914,4,none,4,2,38,owned,skilled,1,N
1598,340,some,paid,medium,1,36,goods,9034,4,co-app,1,1,29,rent,self,1,N
1599,98,debt,paid,medium,1,24,auto,2325,2,none,7,3,32,owned,skilled,1,Y
1600,120,none,paid,none,1,48,goods,10222,4,none,7,3,37,owned,skilled,1,Y
1601,249,debt,delayed,some,2,24,auto,2957,4,none,10+,4,63,owned,skilled,1,Y
1602,312,some,paid,none,1,12,goods,1484,2,none,4,1,25,owned,skilled,1,N
1603,202,none,delayed,some,2,11,auto,7228,1,none,4,4,39,owned,unskill,1,Y
1604,49,none,paid,high,1,39,auto,2569,4,none,4,4,24,owned,skilled,1,Y
1605,184,debt,delayed,none,2,18,school,8471,1,none,4,2,23,rent,skilled,1,Y
1606,200,none,paid,none,1,10,school,894,4,none,7,3,40,owned,skilled,1,Y
1607,500,debt,paid,some,1,30,goods,3108,2,none,1,4,31,owned,unskill,1,N
1608,173,debt,paid,some,2,24,auto,1193,1,co-app,0,4,29,rent,none,1,N
1609,427,some,delayed,none,1,24,goods,2333,4,none,1,2,29,owned,unskill,1,Y
1610,334,high,delayed,none,2,24,goods,3148,3,none,4,2,31,owned,skilled,1,Y
1611,76,debt,paid,none,1,12,goods,1262,2,none,10+,4,49,owned,unskill,1,Y
1612,100,some,delayed,none,3,15,goods,2728,4,guarant,7,2,35,owned,skilled,1,Y
1613,38,some,paid,v.high,1,18,busin,1941,4,none,4,2,35,owned,unskill,1,Y
1614,373,some,paid,v.high,1,12,auto,1318,4,none,10+,4,54,owned,skilled,1,Y
1615,46,some,delayed,some,2,30,auto,4249,4,none,0,2,28,owned,self,1,N
1616,283,none,paid,some,1,12,goods,763,4,none,4,1,26,owned,skilled,1,Y
1617,202,none,delayed,some,2,11,auto,7228,1,none,4,4,39,owned,unskill,1,Y
1618,479,debt,delayed,some,2,24,auto,1333,4,none,0,2,43,free,skilled,2,N
1619,164,none,paid,some,1,24,auto,2679,4,none,1,1,29,owned,self,1,Y
1620,424,none,delayed,some,2,24,busin,8648,2,none,1,2,27,owned,skilled,1,N
1621,402,none,delayed,high,1,48,auto,10127,2,none,4,2,44,free,skilled,1,N
1622,21,high,delayed,some,1,6,goods,683,2,none,1,1,29,owned,skilled,1,Y
1623,57,debt,delayed,some,1,16,auto,2625,2,guarant,10+,4,43,rent,skilled,1,N
1624,295,high,paid,medium,1,10,auto,1240,1,none,10+,4,48,free,unskill,2,N
1625,205,some,paid,none,2,48,goods,3979,4,none,7,1,41,owned,skilled,2,Y
1626,288,some,paid,some,1,18,goods,1301,4,guarant,10+,2,32,owned,unskill,1,Y
1627,297,debt,delayed,some,2,6,auto,609,4,none,7,3,37,owned,skilled,1,Y
1628,201,debt,delayed,some,2,24,auto,6615,2,none,0,4,75,free,self,1,Y
1629,248,none,delayed,none,2,20,auto,3485,2,none,1,4,44,owned,skilled,1,Y
1630,333,debt,delayed,v.high,2,24,goods,1231,4,none,10+,4,57,rent,self,1,Y
1631,103,none,paid,some,1,36,auto,4686,2,none,4,2,32,free,self,1,Y
1632,269,none,paid,some,1,24,auto,7393,1,none,4,4,43,owned,unskill,2,Y
1633,370,some,paid,some,1,18,goods,866,4,guarant,4,2,25,owned,unskill,1,Y
1634,429,high,paid,some,1,15,school,392,4,none,1,4,23,rent,skilled,1,Y
1635,59,some,paid,v.high,1,12,goods,983,1,none,1,4,19,rent,unskill,1,Y
1636,90,debt,paid,some,1,48,busin,7685,2,guarant,7,4,37,rent,skilled,1,N
1637,161,debt,delayed,some,1,24,goods,1024,4,none,1,4,48,owned,skilled,1,N
1638,154,none,delayed,some,2,36,auto,3535,4,none,7,4,37,owned,skilled,1,Y
1639,251,none,paid,some,2,24,school,937,4,none,1,3,27,owned,unskill,1,Y
1640,235,some,delayed,some,1,36,goods,2337,4,none,10+,4,36,owned,skilled,1,Y
1641,406,debt,paid,some,1,36,auto,1842,4,none,1,4,34,owned,skilled,1,N
1642,170,none,delayed,none,1,60,auto,13756,2,none,10+,4,63,free,self,1,Y
1643,374,some,delayed,medium,1,12,auto,1995,4,none,1,1,27,owned,skilled,1,Y
1644,319,some,paid,none,1,48,other,5381,3,none,0,4,40,free,none,1,Y
1645,479,debt,delayed,some,2,24,auto,1333,4,none,0,2,43,free,skilled,2,N
1646,12,debt,paid,some,1,18,goods,2389,4,none,1,1,27,owned,skilled,1,Y
1647,423,debt,delayed,some,3,18,auto,3966,1,none,10+,4,33,rent,skilled,1,N
1648,273,debt,paid,some,1,6,auto,14896,1,none,10+,4,68,owned,self,1,N
1649,59,some,paid,v.high,1,12,goods,983,1,none,1,4,19,rent,unskill,1,Y
1650,98,debt,paid,medium,1,24,auto,2325,2,none,7,3,32,owned,skilled,1,Y
1651,461,some,paid,some,1,36,auto,14318,4,none,10+,2,57,free,self,1,N
1652,11,none,delayed,none,2,24,auto,6842,2,none,4,4,46,owned,self,2,Y
1653,429,high,paid,some,1,15,school,392,4,none,1,4,23,rent,skilled,1,Y
1654,208,debt,paid,some,1,12,goods,1498,4,none,4,1,23,owned,skilled,1,Y
1655,437,high,delayed,some,1,30,busin,1908,4,none,10+,4,66,owned,self,1,N
1656,3,none,paid,high,1,6,goods,2978,1,none,4,2,32,owned,skilled,1,Y
1657,462,some,delayed,none,2,24,auto,1965,4,none,4,4,42,rent,skilled,1,Y
1658,124,some,delayed,medium,1,48,other,7582,2,none,0,4,31,free,self,1,Y
1659,264,none,paid,none,1,10,auto,2901,1,none,1,4,31,rent,skilled,1,Y
1660,164,none,paid,some,1,24,auto,2679,4,none,1,1,29,owned,self,1,Y
1661,336,none,paid,some,2,36,goods,10974,4,none,0,2,26,owned,self,1,N
1662,203,some,delayed,some,1,36,auto,7432,2,none,4,2,54,rent,skilled,1,Y
1663,494,debt,paid,some,1,12,goods,708,2,guarant,4,3,38,owned,unskill,2,Y
1664,404,debt,delayed,some,2,24,auto,4870,3,none,4,4,53,free,skilled,2,N
1665,366,some,paid,none,1,21,goods,3976,2,none,7,3,35,owned,skilled,1,Y
1666,217,debt,paid,some,1,36,auto,9271,2,none,7,1,24,owned,skilled,1,N
1667,130,none,delayed,high,1,21,busin,2580,4,none,1,2,41,owned,unskill,2,N
1668,136,some,delayed,some,1,24,goods,6403,1,none,1,2,33,owned,skilled,1,Y
1669,262,none,delayed,some,2,24,goods,1851,4,guarant,7,2,33,owned,skilled,1,Y
1670,198,high,delayed,some,2,10,auto,781,4,none,10+,4,63,free,skilled,1,Y
1671,387,none,delayed,some,1,12,auto,926,1,none,0,2,38,owned,none,1,Y
1672,261,debt,paid,some,3,48,auto,10297,4,none,7,4,39,free,skilled,2,N
1673,354,debt,paid,some,1,12,auto,2579,4,none,1,1,33,owned,unskill,2,N
1674,211,none,delayed,some,2,36,busin,9572,1,none,1,1,28,owned,skilled,1,N
1675,4,none,delayed,some,2,36,auto,6614,4,none,10+,4,34,owned,self,1,Y
1676,71,debt,delayed,some,2,12,auto,2171,4,none,4,4,38,owned,unskill,1,Y
1677,162,debt,delayed,some,2,12,auto,4843,3,co-app,10+,4,43,rent,skilled,1,N
1678,263,none,paid,high,1,15,goods,1213,4,none,10+,3,47,owned,skilled,1,Y
1679,1,some,delayed,some,1,12,goods,1424,4,none,7,3,26,owned,skilled,1,Y
1680,482,debt,paid,some,1,30,goods,2522,1,guarant,10+,3,39,owned,skilled,2,Y
1681,243,none,paid,high,1,24,goods,3430,3,none,10+,2,31,owned,skilled,2,Y
1682,26,none,paid,none,2,28,auto,7824,3,guarant,1,4,40,rent,skilled,2,Y
1683,242,debt,paid,none,1,24,goods,2996,2,none,4,4,20,owned,skilled,1,N
1684,376,some,paid,some,1,9,goods,959,1,none,4,2,29,owned,skilled,1,N
1685,105,debt,paid,some,1,6,school,1198,4,none,10+,4,35,free,skilled,1,N
1686,276,none,paid,v.high,3,24,busin,4591,2,none,4,3,54,owned,self,1,N
1687,453,none,paid,none,2,24,goods,5943,1,none,1,1,44,owned,skilled,1,N
1688,118,none,paid,medium,1,9,goods,2301,2,none,1,4,22,rent,skilled,1,Y
1689,413,none,delayed,some,1,12,goods,618,4,none,10+,4,56,owned,skilled,1,Y
1690,192,some,paid,some,1,48,busin,6416,4,none,10+,3,59,rent,skilled,1,N
1691,339,debt,delayed,none,2,10,goods,2132,2,co-app,1,3,27,rent,skilled,1,Y
1692,276,none,paid,v.high,3,24,busin,4591,2,none,4,3,54,owned,self,1,N
1693,250,debt,paid,some,2,48,goods,6999,1,guarant,7,1,34,owned,skilled,1,N
1694,347,some,delayed,none,1,60,goods,7418,1,none,4,1,27,owned,unskill,1,Y
1695,344,none,delayed,some,2,33,busin,2764,2,none,4,2,26,owned,skilled,1,Y
1696,297,debt,delayed,some,2,6,auto,609,4,none,7,3,37,owned,skilled,1,Y
1697,7,debt,paid,some,1,36,auto,3249,2,none,7,4,39,free,self,2,Y
1698,384,debt,paid,some,1,12,goods,2149,4,none,4,1,29,free,skilled,1,N
1699,130,none,delayed,high,1,21,busin,2580,4,none,1,2,41,owned,unskill,2,N
1700,36,some,paid,some,2,12,auto,1223,1,none,10+,1,46,rent,skilled,1,N
1701,301,none,delayed,some,1,15,goods,1459,4,none,4,2,43,owned,unskill,1,Y
1702,453,none,paid,none,2,24,goods,5943,1,none,1,1,44,owned,skilled,1,N
1703,176,some,paid,v.high,1,6,school,433,4,none,1,2,24,rent,skilled,2,N
1704,477,none,paid,some,1,15,goods,3568,4,none,10+,2,54,rent,self,1,Y
1705,415,none,delayed,none,2,9,school,1244,4,none,10+,4,41,rent,unskill,1,Y
1706,423,debt,delayed,some,3,18,auto,3966,1,none,10+,4,33,rent,skilled,1,N
1707,75,none,delayed,medium,1,24,goods,2872,3,none,10+,4,36,owned,skilled,2,Y
1708,31,none,delayed,some,1,12,auto,1503,4,none,4,4,41,rent,skilled,1,Y
1709,386,high,paid,some,1,36,goods,4473,4,none,10+,2,31,owned,skilled,1,Y
1710,336,none,paid,some,2,36,goods,10974,4,none,0,2,26,owned,self,1,N
1711,389,some,paid,some,1,60,school,6288,4,none,4,4,42,free,skilled,1,N
1712,231,debt,paid,some,2,12,goods,6199,4,none,4,2,28,rent,skilled,1,N
1713,466,some,paid,high,1,18,goods,3213,1,none,1,3,25,rent,skilled,1,Y
1714,188,none,delayed,none,1,12,goods,5801,2,none,10+,4,49,rent,skilled,1,Y
1715,217,debt,paid,some,1,36,auto,9271,2,none,7,1,24,owned,skilled,1,N
1716,76,debt,paid,none,1,12,goods,1262,2,none,10+,4,49,owned,unskill,1,Y
1717,200,none,paid,none,1,10,school,894,4,none,7,3,40,owned,skilled,1,Y
1718,508,some,delayed,some,2,30,auto,5234,4,none,0,2,28,owned,self,1,N
1719,389,some,paid,some,1,60,school,6288,4,none,4,4,42,free,skilled,1,N
1720,162,debt,delayed,some,2,12,auto,4843,3,co-app,10+,4,43,rent,skilled,1,N
1721,456,none,delayed,some,2,18,goods,1817,4,none,4,2,28,owned,skilled,1,Y
1722,162,debt,delayed,some,2,12,auto,4843,3,co-app,10+,4,43,rent,skilled,1,N
1723,8,none,delayed,medium,2,24,goods,4151,2,none,4,3,35,owned,skilled,1,Y
1724,231,debt,paid,some,2,12,goods,6199,4,none,4,2,28,rent,skilled,1,N
1725,344,none,delayed,some,2,33,busin,2764,2,none,4,2,26,owned,skilled,1,Y
1726,163,some,paid,some,1,12,goods,1534,1,none,1,1,23,rent,skilled,1,N
1727,500,debt,paid,some,1,30,goods,3108,2,none,1,4,31,owned,unskill,1,N
1728,36,some,paid,some,2,12,auto,1223,1,none,10+,1,46,rent,skilled,1,N
1729,341,some,paid,none,1,9,auto,1549,4,none,1,2,35,owned,none,1,Y
1730,391,debt,paid,medium,1,12,goods,727,4,none,1,3,33,owned,unskill,1,N
1731,482,debt,paid,some,1,30,goods,2522,1,guarant,10+,3,39,owned,skilled,2,Y
1732,403,some,paid,medium,2,15,auto,2631,2,none,4,4,28,rent,skilled,1,N
1733,58,none,delayed,none,2,24,busin,2978,4,none,4,4,32,owned,skilled,2,Y
1734,288,some,paid,some,1,18,goods,1301,4,guarant,10+,2,32,owned,unskill,1,Y
1735,207,none,paid,none,1,15,goods,2186,1,none,7,4,33,rent,unskill,1,Y
1736,306,none,paid,none,1,24,auto,9277,2,none,4,4,48,free,skilled,1,Y
1737,375,some,paid,medium,1,6,auto,931,1,none,1,1,32,owned,unskill,1,N
1738,38,some,paid,v.high,1,18,busin,1941,4,none,4,2,35,owned,unskill,1,Y
1739,449,some,paid,some,1,10,goods,1521,4,none,4,2,31,owned,unskill,1,Y
1740,497,debt,delayed,some,2,36,school,8065,3,none,4,2,25,owned,self,1,N
1741,184,debt,delayed,none,2,18,school,8471,1,none,4,2,23,rent,skilled,1,Y
1742,274,debt,paid,v.high,1,18,goods,2659,4,none,4,2,28,owned,skilled,1,Y
1743,297,debt,delayed,some,2,6,auto,609,4,none,7,3,37,owned,skilled,1,Y
1744,441,debt,paid,none,1,24,goods,7721,1,none,1,2,30,owned,skilled,1,Y
1745,296,debt,paid,some,1,48,school,7476,4,none,7,1,50,free,self,1,Y
1746,286,none,paid,high,1,24,goods,3235,3,none,10+,2,26,owned,self,1,Y
1747,29,none,paid,some,1,18,goods,2515,3,none,4,4,43,owned,skilled,1,Y
1748,330,debt,paid,some,1,12,goods,652,4,none,10+,4,24,rent,skilled,1,Y
1749,105,debt,paid,some,1,6,school,1198,4,none,10+,4,35,free,skilled,1,N
1750,35,none,delayed,none,2,48,auto,2751,4,none,10+,3,38,owned,skilled,2,Y
1751,434,none,delayed,some,2,24,auto,2032,4,none,10+,4,60,free,skilled,1,Y
1752,408,some,paid,some,1,9,goods,458,4,none,4,3,24,owned,skilled,1,Y
1753,330,debt,paid,some,1,12,goods,652,4,none,10+,4,24,rent,skilled,1,Y
1754,420,debt,delayed,some,1,36,school,6887,4,none,4,3,29,owned,skilled,1,N
1755,445,some,paid,some,1,9,goods,1206,4,none,10+,4,25,owned,skilled,1,Y
1756,329,some,delayed,medium,1,39,school,11760,2,none,7,3,32,rent,skilled,1,Y
1757,423,debt,delayed,some,3,18,auto,3966,1,none,10+,4,33,rent,skilled,1,N
1758,489,debt,paid,some,1,12,goods,701,4,none,4,2,40,owned,unskill,1,Y
1759,396,some,paid,some,1,9,busin,1391,2,none,4,1,27,owned,skilled,1,Y
1760,325,debt,paid,high,1,6,auto,1352,1,none,0,2,23,rent,none,1,Y
1761,446,none,delayed,some,2,6,goods,1740,2,none,10+,2,30,rent,skilled,1,Y
1762,285,none,paid,none,1,42,goods,7166,2,none,7,4,29,rent,skilled,1,Y
1763,4,none,delayed,some,2,36,auto,6614,4,none,10+,4,34,owned,self,1,Y
1764,20,none,delayed,some,2,6,auto,6761,1,none,7,3,45,owned,self,2,Y
1765,231,debt,paid,some,2,12,goods,6199,4,none,4,2,28,rent,skilled,1,N
1766,18,debt,paid,some,1,24,auto,2303,4,co-app,10+,1,45,owned,skilled,1,N
1767,139,some,delayed,none,2,24,busin,4712,4,none,4,2,37,owned,self,1,Y
1768,250,debt,paid,some,2,48,goods,6999,1,guarant,7,1,34,owned,skilled,1,N
1769,299,some,paid,none,1,6,auto,14555,1,none,0,2,23,owned,none,1,N
1770,375,some,paid,medium,1,6,auto,931,1,none,1,1,32,owned,unskill,1,N
1771,267,some,delayed,some,2,9,school,1501,2,none,10+,3,34,owned,self,1,N
1772,354,debt,paid,some,1,12,auto,2579,4,none,1,1,33,owned,unskill,2,N
1773,134,none,paid,some,1,12,school,719,4,none,10+,4,41,owned,unskill,2,N
1774,241,some,delayed,some,2,36,busin,4455,2,none,4,2,30,owned,self,1,N
1775,356,none,delayed,some,2,28,goods,2743,4,none,10+,2,29,owned,skilled,1,Y
1776,19,debt,paid,some,1,15,auto,2511,1,none,0,4,23,rent,skilled,1,Y
1777,87,none,paid,some,2,18,busin,4165,2,none,4,2,36,owned,skilled,2,N
1778,204,none,delayed,some,2,24,school,1597,4,none,10+,4,54,free,skilled,2,Y
1779,108,none,delayed,none,1,36,goods,3342,4,none,10+,2,51,owned,skilled,1,Y
1780,492,some,paid,some,2,24,auto,11560,1,none,4,4,23,rent,self,1,N
1781,451,none,delayed,some,2,36,goods,9566,2,none,4,2,31,owned,skilled,1,Y
1782,506,some,delayed,some,1,11,goods,4771,2,none,7,4,51,owned,skilled,1,Y
1783,356,none,delayed,some,2,28,goods,2743,4,none,10+,2,29,owned,skilled,1,Y
1784,264,none,paid,none,1,10,auto,2901,1,none,1,4,31,rent,skilled,1,Y
1785,157,some,paid,some,2,12,goods,1092,4,guarant,4,4,49,owned,skilled,1,Y
1786,85,high,delayed,none,2,24,auto,1344,4,none,7,2,37,owned,unskill,2,N
1787,346,some,delayed,some,1,24,goods,4736,2,none,1,4,25,owned,unskill,1,N
1788,450,debt,delayed,some,2,36,goods,5371,3,guarant,4,2,28,owned,skilled,1,Y
1789,214,debt,paid,some,1,9,goods,1364,3,none,7,4,59,owned,skilled,1,Y
1790,18,debt,paid,some,1,24,auto,2303,4,co-app,10+,1,45,owned,skilled,1,N
1791,353,debt,delayed,medium,2,24,busin,1382,4,none,7,1,26,owned,skilled,1,Y
1792,29,none,paid,some,1,18,goods,2515,3,none,4,4,43,owned,skilled,1,Y
1793,22,none,delayed,none,2,12,school,3565,2,none,1,1,37,owned,unskill,2,Y
1794,502,some,paid,some,1,60,auto,14027,4,none,7,2,27,owned,self,1,N
1795,97,debt,delayed,none,2,6,goods,1169,4,none,10+,4,67,owned,skilled,1,Y
1796,191,none,paid,some,1,12,busin,1542,2,none,7,4,36,owned,skilled,1,Y
1797,140,some,paid,medium,2,21,busin,2767,4,none,10+,2,61,rent,unskill,1,N
1798,512,none,delayed,some,2,6,goods,1382,1,none,4,1,28,owned,skilled,1,Y
1799,23,high,delayed,some,1,42,auto,4796,4,none,10+,4,56,free,skilled,1,Y
1800,200,none,paid,none,1,10,school,894,4,none,7,3,40,owned,skilled,1,Y
1801,210,some,paid,medium,1,60,auto,7408,4,none,1,2,24,owned,self,1,N
1802,319,some,paid,none,1,48,other,5381,3,none,0,4,40,free,none,1,Y
1803,98,debt,paid,medium,1,24,auto,2325,2,none,7,3,32,owned,skilled,1,Y
1804,231,debt,paid,some,2,12,goods,6199,4,none,4,2,28,rent,skilled,1,N
1805,439,none,delayed,some,2,33,auto,7253,3,none,7,2,35,owned,self,1,Y
1806,402,none,delayed,high,1,48,auto,10127,2,none,4,2,44,free,skilled,1,N
1807,6,none,delayed,none,2,30,goods,6742,2,none,7,3,36,owned,skilled,1,Y
1808,301,none,delayed,some,1,15,goods,1459,4,none,4,2,43,owned,unskill,1,Y
1809,274,debt,paid,v.high,1,18,goods,2659,4,none,4,2,28,owned,skilled,1,Y
1810,219,none,paid,none,1,15,goods,1979,4,none,10+,2,35,owned,skilled,1,Y
1811,302,debt,paid,some,1,9,goods,1366,3,none,1,4,22,rent,skilled,1,N
1812,456,none,delayed,some,2,18,goods,1817,4,none,4,2,28,owned,skilled,1,Y
1813,87,none,paid,some,2,18,busin,4165,2,none,4,2,36,owned,skilled,2,N
1814,117,none,delayed,high,2,24,busin,2375,4,none,4,2,44,owned,skilled,2,Y
1815,298,some,paid,high,1,12,goods,1158,3,none,4,1,26,owned,skilled,1,Y
1816,328,some,paid,none,1,48,busin,12204,2,none,4,2,48,owned,self,1,Y
1817,469,debt,delayed,some,2,10,auto,2241,1,none,1,3,48,rent,unskill,2,Y
1818,245,some,delayed,medium,2,30,goods,1919,4,none,1,3,30,owned,self,1,N
1819,248,none,delayed,none,2,20,auto,3485,2,none,1,4,44,owned,skilled,1,Y
1820,152,high,delayed,medium,2,6,auto,1323,2,none,10+,4,28,owned,skilled,2,Y
1821,97,debt,delayed,none,2,6,goods,1169,4,none,10+,4,67,owned,skilled,1,Y
1822,512,none,delayed,some,2,6,goods,1382,1,none,4,1,28,owned,skilled,1,Y
1823,241,some,delayed,some,2,36,busin,4455,2,none,4,2,30,owned,self,1,N
1824,410,high,delayed,high,3,12,auto,939,4,none,7,2,28,owned,skilled,1,N
1825,113,none,paid,high,1,9,auto,2507,2,none,10+,4,51,free,unskill,1,Y
1826,413,none,delayed,some,1,12,goods,618,4,none,10+,4,56,owned,skilled,1,Y
1827,500,debt,paid,some,1,30,goods,3108,2,none,1,4,31,owned,unskill,1,N
1828,99,none,paid,medium,1,10,auto,2848,1,co-app,4,2,32,owned,skilled,2,Y
1829,108,none,delayed,none,1,36,goods,3342,4,none,10+,2,51,owned,skilled,1,Y
1830,461,some,paid,some,1,36,auto,14318,4,none,10+,2,57,free,self,1,N
1831,446,none,delayed,some,2,6,goods,1740,2,none,10+,2,30,rent,skilled,1,Y
1832,319,some,paid,none,1,48,other,5381,3,none,0,4,40,free,none,1,Y
1833,352,none,paid,none,1,12,auto,2859,4,none,0,4,38,owned,self,1,Y
1834,96,debt,paid,some,1,21,goods,2606,4,none,1,4,28,rent,self,1,Y
1835,97,debt,delayed,none,2,6,goods,1169,4,none,10+,4,67,owned,skilled,1,Y
1836,334,high,delayed,none,2,24,goods,3148,3,none,4,2,31,owned,skilled,1,Y
1837,175,some,paid,some,2,15,repairs,1308,4,none,10+,4,38,owned,unskill,1,Y
1838,84,debt,paid,none,1,24,auto,1381,4,none,4,2,35,owned,skilled,1,N
1839,160,some,delayed,some,2,24,busin,1935,4,none,10+,4,31,owned,skilled,1,N
1840,153,none,paid,some,1,24,auto,2670,4,none,10+,4,35,owned,self,1,Y
1841,446,none,delayed,some,2,6,goods,1740,2,none,10+,2,30,rent,skilled,1,Y
1842,428,some,paid,none,1,36,school,3711,2,none,4,2,27,owned,skilled,1,Y
1843,417,none,paid,some,2,12,auto,1101,3,none,4,2,27,owned,skilled,1,Y
1844,204,none,delayed,some,2,24,school,1597,4,none,10+,4,54,free,skilled,2,Y
1845,420,debt,delayed,some,1,36,school,6887,4,none,4,3,29,owned,skilled,1,N
1846,381,none,delayed,medium,2,6,auto,362,4,none,4,4,52,owned,unskill,1,Y
1847,17,none,delayed,some,2,30,goods,5771,4,none,7,2,25,owned,skilled,1,Y
1848,266,none,paid,some,1,24,goods,1413,4,none,4,2,28,owned,skilled,1,Y
1849,173,debt,paid,some,2,24,auto,1193,1,co-app,0,4,29,rent,none,1,N
1850,157,some,paid,some,2,12,goods,1092,4,guarant,4,4,49,owned,skilled,1,Y
1851,255,debt,paid,some,1,12,auto,1893,4,guarant,4,4,29,owned,skilled,1,Y
1852,279,debt,delayed,some,3,18,auto,5302,2,none,10+,4,36,free,self,1,Y
1853,52,debt,delayed,some,1,12,auto,1409,4,none,10+,3,54,owned,skilled,1,Y
1854,82,debt,paid,high,1,12,goods,1680,3,none,10+,1,35,owned,skilled,1,Y
1855,297,debt,delayed,some,2,6,auto,609,4,none,7,3,37,owned,skilled,1,Y
1856,426,some,paid,some,1,24,auto,12579,4,none,10+,2,44,free,self,1,N
1857,488,debt,paid,none,1,24,auto,1285,4,none,7,4,32,rent,skilled,1,N
1858,120,none,paid,none,1,48,goods,10222,4,none,7,3,37,owned,skilled,1,Y
1859,162,debt,delayed,some,2,12,auto,4843,3,co-app,10+,4,43,rent,skilled,1,N
1860,271,some,delayed,some,1,18,goods,4297,4,none,10+,3,40,owned,self,1,N
1861,494,debt,paid,some,1,12,goods,708,2,guarant,4,3,38,owned,unskill,2,Y
1862,225,some,delayed,some,1,48,goods,5096,2,none,4,3,30,owned,self,1,N
1863,493,none,paid,none,1,30,auto,7485,4,none,0,1,53,owned,self,1,N
1864,106,some,paid,none,1,6,goods,368,4,none,10+,4,38,owned,skilled,1,Y
1865,450,debt,delayed,some,2,36,goods,5371,3,guarant,4,2,28,owned,skilled,1,Y
1866,30,debt,paid,some,1,48,auto,3931,4,none,7,4,46,free,skilled,2,N
1867,359,none,delayed,some,2,15,auto,3594,1,none,1,2,46,owned,unskill,1,Y
1868,202,none,delayed,some,2,11,auto,7228,1,none,4,4,39,owned,unskill,1,Y
1869,144,some,paid,some,1,24,goods,2039,1,none,1,1,22,owned,skilled,1,N
1870,171,none,paid,medium,2,24,goods,3621,2,none,10+,4,31,owned,skilled,1,N
1871,410,high,delayed,high,3,12,auto,939,4,none,7,2,28,owned,skilled,1,N
1872,21,high,delayed,some,1,6,goods,683,2,none,1,1,29,owned,skilled,1,Y
1873,218,none,paid,none,1,10,auto,1309,4,guarant,4,4,27,owned,unskill,1,N
1874,486,debt,paid,some,1,36,goods,3620,1,guarant,4,2,37,owned,skilled,2,Y
1875,107,debt,paid,some,1,24,goods,1603,4,none,10+,4,55,owned,skilled,1,Y
1876,316,high,delayed,none,2,15,goods,1271,3,none,4,4,39,free,skilled,1,N
1877,206,debt,delayed,some,2,12,auto,691,4,none,10+,3,35,owned,skilled,1,N
1878,111,some,paid,none,1,48,auto,8487,1,none,7,2,24,owned,skilled,1,Y
1879,377,high,paid,some,1,24,goods,5152,4,none,7,2,25,owned,skilled,1,Y
1880,73,some,paid,medium,1,15,repairs,2631,3,none,4,2,25,owned,unskill,1,Y
1881,304,high,paid,some,1,12,goods,1881,2,none,4,2,44,rent,unskill,1,Y
1882,45,none,delayed,some,1,12,school,2096,2,none,7,3,49,owned,unskill,2,Y
1883,295,high,paid,medium,1,10,auto,1240,1,none,10+,4,48,free,unskill,2,N
